tieu_de,gia_raw,dientich_raw,vitri_raw,link,listing_id
0909 686 ***cho thuê căn hộ Jamona City Đào Trí 2PN 2WC full nội thất đẹp giá 11tr/th,11 triệu/tháng,73 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-jamona-city/c-2pn-2wc-full-noi-that-dep-gia-11tr-th-pr44000195,44000195
Cho thuê căn hộ Jamona City 2PN 1WC có tủ bếp rèm chỉ 8tr - LH0909 686 ***,8 triệu/tháng,60 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-jamona-city/c-2pn-1wc-co-tu-bep-rem-chi-8tr-lh-pr44000188,44000188
"29 tr/ th. Cho thuê cc Nam Phúc, 124m đối diện cong vien lớn Nam Viên. Phu Mỹ Hưng. Quận 7",29 triệu/tháng,124 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-17-4-phuong-tan-phu-19-prj-nam-phuc-le-jardin/29-tr-th-cho-cc-c-124m-doi-dien-cong-vien-lon-vien-my-hung-quan-7-pr44000020,44000020
"Cho thuê căn hộ Hưng Phúc 82m2 2PN giá chỉ 17t/1tháng, LH:0979 555 ***Mr Hùng",17 triệu/tháng,82 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-hung-phuc-premier/c-82m2-2pn-gia-chi-17t-1thang-lh-mr-pr43614499,43614499
"Cho thuê căn hộ cao cấp Urban Hill PMH Q7. 2PN 2WC, 78m2, giá chỉ 20tr/tháng",20 triệu/tháng,78 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-urban-hill/c-cao-cap-pmh-q7-2pn-2wc-78m2-ntdt-gia-chi-18tr-thang-pr42362337,42362337
"Cho thuê nhanh căn hộ Riviera Point, Q7, 2PN 2W nhà đẹp, giá rẻ nhất khu vực LH0911 839 ***Ms. Hà",17 triệu/tháng,99 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-huynh-tan-phat-phuong-tan-phu-19-prj-riviera-point/c-nhanh-q7-2pn-2w-nha-dep-gia-re-nhat-khu-vuc-lh-ms-ha-pr41207012,41207012
"Cần cho thuê căn hộ Riverpark 1, Phú mỹ Hưng, 140m2, giá 35tr",35 triệu/tháng,140 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-riverpark-residence/-c-1-phu-my-hung-140m2-gia-35tr-pr43999614,43999614
"Cho thuê CH 2PN, 2WC, 97m2 tại Sunrise City, Tân Hưng, Q7, HCM, giá tốt 21 triệu VND",21 triệu/tháng,97 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/cho-ch-2pn-2wc-97m2-tai-q7-hcm-gia-tot-21-trieu-vnd-pr43947755,43947755
"Cần cho thuê nhanh căn hộ Sky Garden 3, PMH, Q7 nhà đẹp, giá rẻ nhất khu vực. LH:0917 300 ***",11 triệu/tháng,75 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/-c-nhanh-3-pmh-q7-nha-dep-gia-re-nhat-khu-vuc-lh-0917300798-pr34195828,34195828
"Cần cho thuê gấp căn hộ căn hộ Green Valley, PMH, Q7 nhà đẹp, giá rẻ nhất thị trường. LH0917 300 ***",18 triệu/tháng,89 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-green-valley/-c-gap-pmh-q7-nha-dep-gia-re-nhat-thi-truong-lh-0917300798-pr31364440,31364440
"Cần cho thuê căn hộ Victoria tower, Phú MỸ Mỹ Hưng , dt 97m2 giá 16tr",16 triệu/tháng,97 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-petroland-tower/-c-victoria-my-my-hung-dt-97m2-gia-16tr-pr43999355,43999355
"The Horizon, 3 phòng ngủ lớn, nội thất cao cấp, giá 65 triệu/th. LH0935 938 ***",65 triệu/tháng,150 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-tran-van-tra-phuong-tan-phu-19-prj-the-horizon-phu-my-hung/-3-phong-ngu-lon-noi-that-cao-cap-gia-65-trieu-th-lh-pr43999350,43999350
Cho thuê căn hộ The Antonia 2pn tầng cao view biệt thự nhà đẹp Full nội thất LH: Em Hạnh0918 785 ***,25 triệu/tháng,81 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-the-antonia/c-2pn-tang-cao-view-biet-thu-nha-dep-full-noi-that-lh-em-hanh-pr43999251,43999251
"Cần cho thuê nhanh căn hộ cao cấp The Ascentia, PMH, Q7 nhà đẹp lung linh, giá rẻ.LH:0918 785 ***",25 triệu/tháng,81 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-the-ascentia-phu-my-hung/-c-nhanh-cao-cap-pmh-q7-nha-dep-lung-linh-gia-re-lh-pr43999198,43999198
Chính chủ cho thuê Sky 89 Quận 7 - 2PN 2WC - Đầy đủ nội thất - Nhà mới có thể ở ngay giá chỉ 14tr,14 triệu/tháng,65 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-sky-89/chinh-chu-cho-89-quan-7-2pn-2wc-day-du-noi-that-nha-moi-co-the-o-ngay-gia-chi-14-trieu-pr43956319,43956319
2PN 8tr5 Chung cư JAMONA City 772 Đào Trí - Phường Phú Thuận - Q7,"8,5 triệu/tháng",72 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-jamona-city/2pn-8tr5-772-q7-pr43994409,43994409
Cho thuê chung cư Sunshine Diamond 2 phòng ngủ - 2 toilet 120m2 với NTCB 14tr - nhiều căn sẵn pass,14 triệu/tháng,120 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-sunshine-diamond-river/cho-2-phong-ngu-2-toilet-120m-voi-ntcb-14tr-nhieu-san-pass-pr42914175,42914175
Quản lý nhiều căn hộ Jamona City 772 Đào Trí - P. Phú Thuận - Quận 7. LH:0922 799 ***Ngô Quyền,"6,5 triệu/tháng",50 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-jamona-city/quan-ly-nhieu-772-p-quan-7-lh-ngo-quyen-pr42340947,42340947
"Cho thuê căn studio Q7 Boulevard, full nội thất đẹp: 35m2/7,8tr - hướng mát, căn góc, view thoáng.","7,8 triệu/tháng",35 m²,"Phú Mỹ, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-phu-my-9-prj-q7-boulevard/cho-studio-full-noi-that-dep-35m2-8tr-huong-mat-goc-view-thoang-pr43941428,43941428
Hot! Sunshine Sky City 2PN full nội thất đẹp giá tốt - liền kề Phú Mỹ Hưng LH0797 766 ***,17 triệu/tháng,72 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-phu-thuan-phuong-tan-phu-19-prj-sunshine-sky-city/hot-2pn-full-noi-that-nha-dep-view-thoang-lien-ke-my-hung-lh-pr40449368,40449368
Cập nhật giỏ hàng cho thuê 3PN Midtown tháng 7/2025 nội thất đẹp giá chỉ từ 37 triệu / tháng,37 triệu/tháng,125 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/cap-nhat-gio-hang-cho-3pn-thang-7-2025-noi-that-dep-gia-chi-tu-37-trieu-thang-pr43607749,43607749
"Cho thuê căn hộ Sky89 64.5m2, full nội thất giá thuê 13tr/tháng nhà sạch đẹp thoáng mát",13 triệu/tháng,"64,5 m²","Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-sky-89/c-sky89-64-5m2-full-noi-that-gia-13tr-thang-nha-sach-dep-tang-mat-pr43713813,43713813
"Cho thuê Hưng Phúc, 2PN 2WC, full nội thất, nhà đẹp, view rất thoáng, giá 16 triệu",16 triệu/tháng,80 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-hung-phuc-premier/cho-2pn-2wc-full-noi-that-nha-dep-view-rat-thoang-gia-16-trieu-pr43944595,43944595
Cho thuê căn hộ Ngọc Lan 96m2 - 2 phòng ngủ - 2WC view thành phố. Giá 11tr/tháng. LH:0901 311 ***,11 triệu/tháng,96 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-4-phuong-phu-thuan-3-prj-ngoc-lan-apartment/c-96m2-2png-ngu-2wc-view-thanh-p-gia-11tr-thang-lh-pr43838917,43838917
"Hot! Cần cho thuê nhanh căn hộ cao cấp Urban Hill, PMH, Q7 nhà đẹp, giá rẻ. LH:0917 300 ***",22 triệu/tháng,80 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-urban-hill/t-c-nhanh-cao-cap-pmh-q7-nha-dep-gia-re-lh-pr42329494,42329494
"Cho thuê căn hộ 112m2 An Gia Riverside, 3 phòng ngủ full nội thất, giá 17 triệu",17 triệu/tháng,112 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-an-gia-riverside/c-112m2-3-png-ngu-full-noi-that-17-trieu-pr43993508,43993508
"Cho thuê căn hộ 66m2 có 2 phòng ngủ, 2 WC An Gia Skyline, giá 9 triệu/tháng, nhà có rèm",9 triệu/tháng,66 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-an-gia-skyline/c-72m2-10-trieu-thg-co-rem-may-lh-bep-nhu-hinh-duoi-pr42121805,42121805
"Cần cho thuê căn hộ cao cấp Cardinal Court, 2PN PMH, Q7 nhà đẹp, mới 100%. LH:0914 574 ***",24 triệu/tháng,80 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-cardinal-court/-c-cao-cap-pmh-q7-nha-dep-moi-100-lh-mr-thao-pr39287048,39287048
"Cho thuê căn hộ đẹp tại Chung cư Hưng Phúc, 17 triệu, 82m2, 2PN, 2WC LH:0914 574 ***(Mr Thao)",17 triệu/tháng,82 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-chung-cu-hung-phuc/c-dep-tai-17-trieu-82m2-2pn-2wc-lh-mr-thao-pr43670669,43670669
"Cho thuê CC Sunrise City View, 20 triệu, 76m2, 2PN, 2WC, nội thất đầy đủ, uy tín",20 triệu/tháng,76 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/cho-cc-20-trieu-76m2-2pn-2wc-noi-that-day-du-uy-tin-pr43947725,43947725
"Xem liền nhiều căn Q7 Riverside 1PN 8tr NTCB, full NT 10tr// 2PN 9tr NTCB và full 11tr0931 866 ***",8 triệu/tháng,53 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/chu-cho-nhieu-ch-1pn-tu-5tr-th-2pn-tu-6tr-th-gia-that-100-thap-hon-tang-1th-pr35222486?c=d1&c=d1,35222486
"Cho thuê Penthouse căn hộ Panorama DT 500m2 4 PN giá 100 triệu, thông tin liên hệ:0906 396 ***",100 triệu/tháng,500 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phong-9-prj-the-panorama/c-pentuse-dt-500m2-4-pn-gia-100-trieu-tng-tin-lien-he-pr43992754,43992754
"Cho thuê căn hộ tại Him Lam Riverside, view hồ bơi mát mẻ, full nội thất cao cấp","13,5 triệu/tháng",78 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/c-tai-gia-15-trieu-dien-tich-78m2-pr41423826,41423826
"Gấp gấp! Cho thuê căn hộ 2PN tại Him Lam Riverside, view hồ bơi, Nam, Đông Nam mát mẻ",13 triệu/tháng,78 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/gap-gap-c-2pn-tai-view-boi-nam-dong-nam-mat-me-pr41389022,41389022
"Cho thuê căn hộ cao cấp Hưng Phúc, Phú Mỹ Hưng, Quận 7. 82m2, 2PN, 2WC. Có chỗ đậu oto.0916 555 ***",19 triệu/tháng,82 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-chung-cu-hung-phuc/c-cao-cap-c-my-quan-7-82m2-2pn-2wc-co-c-dau-oto-pr43502069,43502069
"Cần cho thuê gấp căn hộ chung cư Hưng Phúc 3PN, View Biệt thự nhà Full Nội thất. LH:0916 555 ***",23 triệu/tháng,98 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-chung-cu-hung-phuc/-c-gap-3pn-view-biet-thu-nha-full-noi-that-lh-pr42823905,42823905
"Cho thuê căn hộ Hưng Phúc - Happy Residence, Phú Mỹ Hưng, Quận 7. 78m2 view Biệt Thự, 2PN, 2WC.",17 triệu/tháng,78 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-chung-cu-hung-phuc/c-c-happy-residence-my-quan-7-78m2-view-biet-thu-2pn-2wc-pr42823968,42823968
Cho thuê căn hộ cao cấp Riverside Residence- Phú Mỹ Hưng. 140m2 giá chỉ 33tr/tháng. Tầng cao.,33 triệu/tháng,140 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-riverside-residence/c-cao-cap-my-hung-140m2-gia-chi-33tr-thang-tang-cao-pr43713691,43713691
"Cho thuê CH Riverside Residence, Nguyễn Lương Bằng, Phú Mỹ Hưng, Quận 7. 3PN, 147m2, 42 triệu/tháng",42 triệu/tháng,147 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-riverside-residence/cho-ch-my-hung-quan-7-3pn-147m2-42-trieu-thang-pr43368730,43368730
"Cho thuê căn hộ Riverside Residence - Phú Mỹ Hưng. 130M2, 3PN, 3WC, giá chỉ 28tr/tháng.0916 555 ***",28 triệu/tháng,130 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-riverside-residence/c-my-hung-130m2-3pn-3wc-gia-chi-28tr-thang-pr43844978,43844978
Cập nhật liên tục giỏ hàng M-One Q7 tháng 09.2025 căn 2PN nhiều lựa chọn,"12,5 triệu/tháng",68 m²,"Tân Kiểng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-be-van-cam-phuong-tan-kieng-prj-m-one-nam-sai-gon/cap-nhat-lien-tuc-gio-hang-q7-thang-8-2024-2pn-nhieu-lua-chon-pr40577281,40577281
"Cho thuê CH Cardinal Court PMH, Q7. 108m2, 3PN, nội thất cao cấp, chỉ 40tr/tháng",40 triệu/tháng,108 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-cardinal-court/cho-ch-pmh-q7-108m2-3pn-noi-that-cao-cap-chi-48tr-thang-pr42946794,42946794
"Cần cho thuê nhanh căn hộ Happy Valley, PMH, Q7. DT 100m2. 3PN. Nội thất cao cấp, chỉ 25tr/tháng",25 triệu/tháng,100 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-happy-valley/-c-pmh-q7-135m2-3pn-noi-that-cao-cap-25tr-thang-pr37771225,37771225
"Tôi cần cho thuê CH HimLam Riverside, 78m2, 2PN ,2 WC, có Nội thất,giá 13tr/th.LH:0762 318 ***",13 triệu/tháng,78 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/toi-cho-ch-himlam-78m2-2pn-2-wc-co-noi-that-gia-13tr-th-lh-pr43992913,43992913
"Cho thuê CH 1PN full nội thất cao cấp, liền kề Phú Mỹ Hưng, ĐH Tôn Đức Thắng, Rmit chỉ 9tr/tháng","8,7 triệu/tháng",37 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/cho-ch-1pn-full-noi-that-cao-cap-lien-ke-phu-my-hung-thuan-tien-den-q1-q4-chi-12-9tr-thang-pr42577667,42577667
"Cho thuê căn hộ mới decor nội thất mới 100% 2pn,1wc giá 18 triệu Phú Mỹ Hưng Q.7",18 triệu/tháng,57 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/c-moi-decor-noi-that-moi-100-2pn-1wc-gia-18-trieu-phu-my-hung-q-7-pr43806568,43806568
"Cần cho thuê căn hộ D-Vela Quận 7. 70m2,2pn, 2wc. Giá siêu rẻ","10,5 triệu/tháng",70 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-huynh-tan-phat-phuong-phu-thuan-3-prj-d-vela/-c-quan-7-70m-2pn-2wc-gia-sieu-re-pr42564233,42564233
Cho thuê gấp căn hộ Happy Valley 3PN đầy đủ nội thất giá 23tr giá tốt,23 triệu/tháng,100 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-happy-valley/c-gap-3pn-day-du-noi-that-gia-23tr-gia-tot-pr43992642,43992642
Cho thuê 2 căn tầng 9 căn góc Horizon 113.67m2 nhà đẹp giá rẻ cùng 1 chủ,65 triệu/tháng,"113,67 m²","Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-tran-van-tra-phuong-tan-phu-19-prj-the-horizon-phu-my-hung/cho-2-tang-9-goc-113m-nha-dep-gia-re-cung-1-chu-pr43803366,43803366
"Cho thuê căn 2PN 2WC Florita, full NT, 78m2, giá 15 triệu/tháng. LH0921 055 ***Giang",15 triệu/tháng,78 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d4-phuong-tan-hung-14-prj-can-ho-florita/ch-2pn-2wc-full-nt-80m2-gia-15-trieu-thang-lh-0921-05-5678-giang-pr36958876,36958876
"Cho thuê CH studio full nội thất Florita 9,5 triệu/tháng. LH0921 055 ***","9,5 triệu/tháng",36 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-can-ho-florita/c-ch-q7-2pn-rem-may-lanh-may-nuoc-nong-gia-9-5tr-thang-lh-093-100-3368-giang-pr27209440,27209440
"Cho thuê căn hộ Lavida Plus Q. 7, giá chỉ 10tr/tháng, 42 m2, view đẹp, full nội thất. LH0905 555 ***",10 triệu/tháng,42 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/c-lavita-charm-gia-chi-10tr-thang-42-m2-view-dep-full-noi-that-pr43764889,43764889
Cho thuê Lavida Plus Quận 7 | Nhà full nội thất đẹp DT 30m2 như ảnh - LH0772 605 ***,"8,5 triệu/tháng",30 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/cho-quan-7-nha-full-noi-that-dep-dt-30m2-nhu-anh-lh-pr43665529,43665529
"Cho thuê CH Q7 Saigon riverside Đào Trí, 2PN 2WC chỉ 9.5 triệu. LH0906 361 ***","9,5 triệu/tháng",67 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/cho-ch-2pn-2wc-chi-9-5-eu-lh-pr43992064,43992064
Cho Thuê Eco Green Q7 Ntcb Căn Góc 14.5tr Ở ngay,14 triệu/tháng,70 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/cho-q7-ntcb-goc-14-5tr-o-ngay-pr43908810,43908810
Cho thuê Him Lam Riverside 2PN 2WC chỉ 14tr,14 triệu/tháng,78 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/cho-2pn2wc-chi-13tr-pr42991340,42991340
"2PN 2WC full nội thất DT 74m2 gần RMIT, TDTU, Q7 - Căn hộ Lavida Plus Q7 | LH0772 605 ***gặp Phụng",15 triệu/tháng,74 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/2pn-2wc-full-noi-that-dt-74m2-gan-rmit-tdtu-q7-q7-lh-gap-phung-pr43814399,43814399
"[Thuê] 2PN2WC full nội thất 80m2 gần RMIT, TDTU, Q7 - Căn hộ Lavida Plus Q7 - LH0772 605 ***Phụng","17,5 triệu/tháng",80 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/-2pn2wc-full-noi-that-80m2-gan-rmit-tdtu-q7-q7-lh-phung-pr43979204,43979204
Chuyên cho thuê nhiều căn hộ PMH nhà đẹp cao cấp giá chỉ 28 triệu/ tháng 3PN và 2WC LH:0916 427 ***,28 triệu/tháng,120 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phong-9-prj-phu-my-hung/chuyen-c-nhieu-pmh-nha-dep-cao-cap-gia-chi-28-trieu-thang-3pn-va-2wc-lh-pr39242871,39242871
"Cho thuê căn hộ cao cấp Riverside Residence  Phú Mỹ Hưng, Quận 7, giá cho thuê 25tr/tháng, 92m2",25 triệu/tháng,92 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-riverside-residence/c-cao-cap-my-hung-quan-7-gia-c-25tr-thang-92m2-pr43522943,43522943
"Cho thuê CC 1PN, 1WC tại Sunrise City View, Nguyễn Hữu Thọ, Q7, TP. HCM, 13 triệu VND/th",13 triệu/tháng,40 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/cho-cc-1pn-1wc-tai-q7-tp-hcm-13-trieu-vnd-pr42733365,42733365
"Cho thuê CC 3PN, 2WC, 104m2 giá siêu hời tại Sunrise City View, Tân Hưng, Q7, TP. HCM",28 triệu/tháng,104 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/cho-cc-3pn-2wc-104m2-gia-sieu-hoi-tai-q7-tp-hcm-pr42734167,42734167
"Cho thuê CC 98m2, 20 triệu/tháng tại Nguyễn Hữu Thọ, Tân Hưng, Quận 7, HCM giá cực chất",20 triệu/tháng,98 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/cho-cc-98m2-20-trieu-tai-quan-7-hcm-gia-cuc-chat-pr42754739,42754739
"Cần cho thuê căn góc 2 phòng view biệt thự và công viên Nam Viên đẹp, đầy đủ nội thất giá 30 triệu",28 triệu/tháng,80 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/-cho-goc-2-phong-view-biet-thu-va-cong-vien-nam-vien-dep-day-du-noi-that-gia-30-trieu-pr43556569,43556569
"Cho thuê CC 3PN, 2WC, 131m2 giá ưu đãi tại M8, Midtown Phú Mỹ Hưng, Tân Phú, Q7, HCM",52 triệu/tháng,131 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-the-peak/cho-cc-3pn-2wc-131m2-gia-uu-dai-tai-m8-midtown-my-hung-q7-hcm-pr42152261,42152261
"Cần cho thuê căn góc 3 phòng, view sông và công viên Sakura, đầy đủ nội thất giá 55 triệu, sẵn khóa",55 triệu/tháng,120 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/-cho-goc-3-phong-view-song-va-cong-vien-sakura-day-du-noi-that-gia-55-trieu-san-khoa-pr43588935,43588935
"Cho thuê căn hộ the Ascentia Phú Mỹ Hưng | 1 phòng ngủ, full nội thất",21 triệu/tháng,55 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-the-ascentia-phu-my-hung/c-1-png-ngu-full-noi-that-pr43990151,43990151
"Cho thuê 2PN Midtown full nội thất, sẵn chỗ đậu xe hơi và xe máy free",26 triệu/tháng,91 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/cho-2pn-full-noi-that-san-cho-dau-xe-hoi-va-xe-may-free-pr43898703,43898703
